date,sentiment.comparative,sentiment-negative-count,sentiment-positive-count,sentiment.score,time
5/7/2013,0.2,0,2,3,6:27:00
5/7/2013,0,0,0,0,6:24:00
5/7/2013,-0.035714286,2,1,-1,6:23:00
5/7/2013,1,0,1,3,6:22:00
5/7/2013,0.363636364,0,4,8,6:11:00
5/7/2013,0.166666667,0,1,1,6:06:00
5/7/2013,0.272727273,0,4,6,6:03:00
5/7/2013,0.285714286,0,2,4,5:56:00
5/7/2013,0,0,0,0,5:53:00
5/7/2013,0.125,0,1,1,5:51:00
5/7/2013,-0.058823529,2,1,-1,5:50:00
4/16/2013,0,0,0,0,8:50:00
4/16/2013,0.636363636,0,3,7,8:49:00
4/16/2013,0,0,0,0,8:49:00
4/16/2013,0.5,0,2,5,8:47:00
4/12/2013,0.16,0,3,4,8:03:00
3/11/2013,0.32,0,4,8,7:49:00
2/23/2013,0.6,0,4,9,10:19:00
2/23/2013,-0.027777778,1,0,-1,10:19:00
2/23/2013,0.117647059,0,1,2,10:11:00
6/13/2012,0.291666667,0,4,7,10:42:00
7/11/2014,0.416666667,0,2,5,2:27:00
7/11/2014,-0.428571429,2,0,-3,2:27:00
7/11/2014,0,0,0,0,2:26:00
5/29/2014,0.375,0,1,3,4:02:00
5/29/2014,0.153846154,0,1,2,3:49:00
10/23/2013,0,1,2,0,1:38:00
5/7/2012,0.210526316,1,2,4,3:04:00
5/7/2012,0.8,0,1,4,3:03:00
5/7/2012,0,0,0,0,3:02:00
5/7/2012,0.315789474,0,3,6,3:02:00
5/7/2012,0,0,0,0,3:01:00
5/7/2012,0,0,0,0,3:00:00
5/7/2012,1.333333333,0,2,4,3:00:00
1/11/2012,0,0,0,0,12:31:00
1/11/2012,0,0,0,0,12:31:00
1/11/2012,0,0,0,0,12:30:00
1/11/2012,0,0,0,0,12:30:00
1/11/2012,0,0,0,0,12:30:00
1/11/2012,-0.666666667,1,0,-2,12:30:00
1/11/2012,0.2,0,1,2,12:30:00
1/11/2012,0.75,0,1,3,12:29:00
1/11/2012,3,0,1,3,12:28:00
1/11/2012,0.5,0,1,3,12:28:00
1/11/2012,0,0,0,0,12:28:00
